UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success
2900586,06/04/2020,15000,60,Employed - full time,home improvements,0
2900624,06/04/2020,10000,36,Employed - full time,Home improvements,1
2900758,06/04/2020,1000,24,Employed - full time,House improvements,0
2908284,07/04/2020,3000,12,Employed - full time,Home improvement,0
2920214,08/04/2020,1000,24,Employed - full time,Home improvement,0
2922912,08/04/2020,7000,60,Employed - full time,Home,0
2926002,08/04/2020,2500,60,Employed - full time,home improvement,0
2926619,08/04/2020,2500,24,Employed - full time,Home improvements,0
2933356,08/04/2020,14000,60,Employed - full time,home improvement,0
2937327,09/04/2020,1000,12,Employed - part time,Home improvement,0
2942894,09/04/2020,20000,60,Employed - full time,Home improvents,0
2955345,10/04/2020,2500,24,Employed - full time,House refurb,0
2962965,10/04/2020,10000,36,Employed - full time,Home Improvement,0
2964139,10/04/2020,4000,36,Employed - full time,Home improvements,1
2972167,11/04/2020,5000,60,Employed - full time,Home improvements,0
2975702,11/04/2020,1000,12,Employed - full time,Home improvements,0
2976881,11/04/2020,5000,36,Employed - full time,House,0
2983143,11/04/2020,1000,12,Employed - full time,Home improvement,0
2990833,12/04/2020,10000,36,Employed - full time,decorating,0
2994038,12/04/2020,10000,24,Employed - full time,Household stuff,1
2994434,12/04/2020,15000,60,Employed - full time,Home improvement,0
2999921,12/04/2020,3000,36,Employed - full time,Home improvements,0
3001895,13/04/2020,7500,60,Employed - full time,household improvement,1
3002866,13/04/2020,10000,60,Employed - full time,house repairs,1
3006545,13/04/2020,1000,12,Employed - full time,Home improvement,0
3008719,13/04/2020,5000,48,Employed - full time,Home improvments,1
3012159,13/04/2020,5000,36,Employed - full time,home,0
3022932,14/04/2020,2000,12,Employed - full time,Home improvements,0
3023370,14/04/2020,2000,12,Employed - full time,House improvement,0
3033682,14/04/2020,1000,12,Employed - full time,Home improvements,0
3038183,15/04/2020,20000,24,Employed - full time,Home improvement,0
3042032,15/04/2020,20000,60,Employed - full time,Home improvement,0
3055376,16/04/2020,5000,60,Employed - full time,Home improvement,0
3059995,16/04/2020,1000,12,Employed - full time,House Improvements,0
3073190,17/04/2020,2200,48,Employed - full time,home improvements,0
3074406,17/04/2020,15000,60,Employed - full time,Deposit for property and food,0
3081274,17/04/2020,1000,36,Employed - full time,Home improvements,0
3082156,17/04/2020,15000,60,Employed - full time,House hold things and paying depts,0
3088479,17/04/2020,15000,60,Employed - full time,Home improvements,0
3090817,18/04/2020,7000,48,Employed - full time,Home Improvement,0
3091333,18/04/2020,7000,36,Employed - full time,Home improvement,0
3093395,18/04/2020,4000,54,Retired,Home improvements,1
3096430,18/04/2020,7200,60,Employed - part time,home,1
3096436,18/04/2020,4000,24,Employed - full time,home improvments,0
3098028,18/04/2020,20000,54,Employed - full time,Home improvement,0
3099662,18/04/2020,10000,60,Employed - full time,Home improvement,0
3100122,18/04/2020,1000,30,Employed - part time,Home improvements,0
3103414,18/04/2020,1500,18,Employed - full time,RENAVATE HOME,0
3113123,19/04/2020,5000,36,Employed - full time,Improvement,0
3114042,19/04/2020,2000,12,Employed - full time,Home improvement,0
3119932,20/04/2020,15000,54,Employed - full time,Home improvement,0
3121059,20/04/2020,10000,24,Employed - full time,home improvement,0
3123510,20/04/2020,1000,18,Employed - full time,Home improvements,1
3129647,20/04/2020,2000,12,Employed - full time,Household improvements,0
3142932,21/04/2020,1500,24,Employed - full time,Moving home,0
3146477,21/04/2020,1000,12,Employed - full time,Home improvement,0
3147191,21/04/2020,1000,12,Employed - full time,to do the house up,0
3147311,21/04/2020,1000,24,Employed - full time,Home inprovments,0
3161801,22/04/2020,18000,60,Employed - full time,House updating,0
3163987,22/04/2020,1000,24,Employed - full time,Home improvement,0
3173098,22/04/2020,20000,60,Employed - full time,House deposit,0
3175946,22/04/2020,15000,12,Employed - full time,Home,0
3177189,22/04/2020,1000,24,Employed - full time,Deposit on rented accommodation,0
3178814,23/04/2020,3000,12,Employed - full time,Home improvements,1
3179309,23/04/2020,15000,60,Employed - part time,Kitchen,0
3186801,23/04/2020,10000,60,Employed - full time,Home inprovments,0
3187105,23/04/2020,15000,60,Employed - full time,New fridge and cooker,0
3191316,23/04/2020,4000,54,Employed - full time,for the house,0
3200397,24/04/2020,15000,48,Employed - full time,Home improvements,0
3200651,24/04/2020,1000,12,Employed - part time,home improvement,0
3201581,24/04/2020,20000,60,Employed - full time,Home improvement,0
3205025,24/04/2020,1000,12,Employed - full time,Home  improvement,0
3205150,24/04/2020,7000,36,Employed - full time,House improvments,1
3228894,26/04/2020,1500,24,Employed - full time,home improvement,1
3240994,26/04/2020,5000,48,Employed - full time,Home improvements,0
3241017,26/04/2020,3000,36,Employed - full time,Home improvements,0
3242334,27/04/2020,2700,60,Employed - part time,home improvement,0
3244434,27/04/2020,10000,60,Employed - full time,the house,0
3247299,27/04/2020,15000,48,Employed - full time,home improvements,0
3251329,27/04/2020,7500,48,Employed - full time,Home,1
3255143,27/04/2020,10000,36,Employed - full time,House improvements,0
3262975,28/04/2020,15000,60,Employed - full time,home improvement,0
3267273,28/04/2020,4000,24,Retired,Home,0
3282531,29/04/2020,10000,60,Employed - full time,home improvements,0
3286736,29/04/2020,5000,12,Employed - full time,home improvement,0
3286749,29/04/2020,2000,30,Employed - full time,Home improvement,0
3290292,29/04/2020,1000,12,Employed - full time,House improvements,0
3301757,30/04/2020,20000,60,Employed - full time,Home improvments,0
3303743,30/04/2020,10000,60,Employed - full time,home improvements,0
3309608,30/04/2020,1500,24,Employed - full time,Home improvement,0
3314039,30/04/2020,5000,24,Employed - full time,Home improvement,0
3318492,01/05/2020,15000,36,Employed - full time,Home move,0
3320923,01/05/2020,15000,24,Employed - full time,Household goods / bills,0
3328664,01/05/2020,10000,48,Employed - full time,home,0
3340051,02/05/2020,2000,24,Employed - full time,home improvments,0
3342101,02/05/2020,6000,60,Employed - part time,Home improvements,0
3347008,02/05/2020,1000,36,Employed - full time,Home improvement,0
3361143,03/05/2020,7500,60,Employed - full time,Home improvements,0
3362056,03/05/2020,7500,60,Employed - full time,Home improvements,0
3371989,03/05/2020,15000,12,Employed - full time,Home,0
3376571,04/05/2020,20000,60,Employed - full time,House deposit,0
3383244,04/05/2020,10000,60,Employed - full time,Home Improvement,0
3384431,04/05/2020,5000,18,Employed - full time,Boiler House,0
3384541,04/05/2020,1000,12,Employed - full time,Home improvements,0
3401628,05/05/2020,5000,36,Employed - full time,Home improvements,1
3403814,05/05/2020,10000,60,Employed - full time,Home improvement,0
3410864,05/05/2020,1000,12,Retired,new home,0
3416238,05/05/2020,10000,60,Employed - full time,Home decoration,0
3418832,05/05/2020,2000,36,Employed - full time,new home,0
3421781,06/05/2020,10000,60,Employed - full time,home inprovement,0
3431087,06/05/2020,10000,60,Employed - full time,house repairs,0
3432532,06/05/2020,1000,12,Employed - full time,Home improvement,0
3434841,06/05/2020,10000,36,Employed - full time,House goods,1
3439908,07/05/2020,3000,36,Employed - full time,Home improvement,0
3441324,07/05/2020,10000,36,Employed - full time,House r epairs,0
3444613,07/05/2020,10000,12,Employed - full time,Home improvements,0
3444616,07/05/2020,15000,60,Employed - full time,home improvements,0
3448331,07/05/2020,10000,60,Employed - full time,home improvement,1
3449254,07/05/2020,1000,24,Employed - full time,Home improvement,0
3453177,07/05/2020,2000,60,Employed - full time,Home improvement,0
3478309,09/05/2020,7500,60,Employed - full time,Moving expenses,0
3486506,09/05/2020,1000,36,Employed - part time,house make over,0
3507564,10/05/2020,5000,36,Employed - full time,"Oven, fridge-freezer and furniture",0
3508306,10/05/2020,5000,60,Employed - full time,Home improvement,0
3515444,11/05/2020,20000,54,Employed - full time,Home improvements,0
3529217,11/05/2020,2000,60,Employed - full time,Home improvements,0
3535434,11/05/2020,2000,24,Employed - full time,Home improvement for my disability,0
3543123,12/05/2020,10000,60,Employed - full time,Home improvement,0
3547950,12/05/2020,20000,60,Employed - full time,Home improves,0
3554409,12/05/2020,15000,60,Employed - full time,Home improvements,0
3566121,13/05/2020,10000,36,Employed - full time,home improvements,0
3569307,13/05/2020,15000,60,Employed - full time,Home improvement,0
3574917,13/05/2020,5000,60,Employed - full time,Household stuff,1
3576928,13/05/2020,5000,48,Employed - full time,Home Improvement,0
3582001,13/05/2020,14000,60,Employed - full time,home improvement,0
3588564,14/05/2020,2000,30,Employed - part time,Home improvement,0
3589173,14/05/2020,10000,18,Retired,Home improvements,0
3591354,14/05/2020,10000,36,Employed - full time,home improvement's,1
3591952,14/05/2020,10000,60,Employed - full time,Home Improvements,0
3594464,14/05/2020,10000,60,Employed - full time,Home Improvements,0
3596963,14/05/2020,5000,36,Employed - full time,home improvements,0
3597109,14/05/2020,12000,60,Employed - full time,Home improvement,0
3609798,15/05/2020,1200,24,Employed - full time,Home improvement,0
3630492,15/05/2020,20000,60,Employed - full time,home improvement,0
3635858,15/05/2020,10000,60,Employed - full time,House important,0
3645149,16/05/2020,2000,36,Employed - full time,home improvements,0
3646938,16/05/2020,10000,36,Employed - full time,home improvement,0
3647521,16/05/2020,15000,60,Employed - full time,home improbment,0
3648963,16/05/2020,1500,24,Employed - full time,home improvement,0
3655934,16/05/2020,1000,24,Employed - full time,New home,0
3658402,16/05/2020,3000,24,Employed - full time,home improvement,0
3662473,17/05/2020,2500,12,Retired,Home imprOvements,0
3664024,17/05/2020,3000,30,Employed - full time,Home improvement,0
3665054,17/05/2020,1000,12,Employed - full time,Home decoration,0
3672060,17/05/2020,1000,12,Employed - full time,House repair,0
3672567,17/05/2020,18000,48,Employed - full time,home renovation,0
3676927,17/05/2020,10000,60,Employed - full time,Home decorating,0
3676929,17/05/2020,8000,60,Employed - full time,Home,0
3681460,18/05/2020,10000,60,Employed - full time,Home,1
3684727,18/05/2020,4000,24,Employed - full time,home improvement,0
3708721,19/05/2020,6000,48,Employed - part time,home improvements,0
3711381,19/05/2020,15000,60,Employed - full time,Home improvement,0
3718899,19/05/2020,7500,48,Employed - full time,House improvments,0
3719655,19/05/2020,15000,36,Employed - full time,Home Improvement,0
3720386,19/05/2020,2000,24,Employed - full time,Home improvement,0
3722638,20/05/2020,1000,12,Employed - full time,Decorating house,0
3726527,20/05/2020,1500,36,Employed - full time,home improvement,0
3731262,20/05/2020,15000,60,Employed - full time,home improvements,0
3733077,20/05/2020,8000,60,Employed - full time,home improvments,0
3754778,21/05/2020,3000,36,Employed - full time,Home improvement,0
3771091,22/05/2020,3000,60,Employed - full time,Home improvements,0
3772778,22/05/2020,10000,36,Employed - full time,Home improvements,0
3782784,22/05/2020,7500,60,Employed - full time,Home inprovmants,0
3790194,22/05/2020,1000,24,Employed - full time,Home improvement,0
3790467,22/05/2020,20000,60,Employed - full time,Home improvements,0
3796331,23/05/2020,7000,60,Employed - full time,Home improvements,0
3801240,23/05/2020,20000,60,Employed - full time,home improvements,0
3839236,24/05/2020,2000,24,Employed - full time,Home improvements,0
3842415,24/05/2020,20000,60,Employed - full time,home improvements,0
3844847,24/05/2020,15000,48,Employed - full time,home improvements,0
3875558,25/05/2020,10000,36,Employed - full time,decorating,0
3883994,26/05/2020,19000,60,Employed - full time,House refurbishment,0
3885459,26/05/2020,1000,60,Employed - full time,new house,0
3901382,26/05/2020,8000,48,Employed - full time,Debt and Household improvement,1
3905932,27/05/2020,15000,60,Employed - full time,Car home improvements,0
3907015,27/05/2020,10000,60,Retired,New boiler,0
3909351,27/05/2020,13000,48,Employed - full time,Home improvements,0
3912071,27/05/2020,13000,48,Employed - full time,Home improvement,0
3922851,27/05/2020,10000,48,Employed - full time,house refurbishment,0
3932771,27/05/2020,4000,36,Employed - full time,home improvements,0
3935516,28/05/2020,5000,24,Employed - full time,Home improvememts,0
3938262,28/05/2020,1000,12,Employed - full time,Home improvements,0
3944677,28/05/2020,4000,24,Employed - full time,Home improvements,0
3954322,28/05/2020,3000,30,Employed - full time,House repairs,0
3971212,29/05/2020,5000,12,Employed - full time,Home improvement,0
3973070,29/05/2020,20000,60,Employed - full time,Home improvements,0
3977502,30/05/2020,2000,24,Employed - full time,House,0
3983177,30/05/2020,10000,36,Employed - full time,Home Improvements,0
3996970,31/05/2020,8000,60,Employed - full time,Home improvement,1
3998582,31/05/2020,3000,36,Employed - full time,home improvement,0
3998734,31/05/2020,1000,18,Employed - full time,Home improvements,0
4000728,31/05/2020,5000,36,Employed - full time,Home improvements,0
4008081,31/05/2020,4000,36,Employed - full time,Home improvements,0
4008111,31/05/2020,10000,60,Employed - full time,Home improvement,0
4008647,31/05/2020,20000,54,Employed - full time,Home improvments,0
4009233,31/05/2020,15000,60,Employed - full time,House modifications,0
4009750,31/05/2020,20000,60,Employed - full time,Home repairs,0
4012084,31/05/2020,20000,60,Employed - full time,House improvement,0
4022623,01/06/2020,2000,36,Employed - full time,Home improvements,1
4032838,01/06/2020,5000,18,Employed - full time,Home improvements,1
4050422,02/06/2020,1000,12,Employed - part time,Home Improvements,0
4059108,02/06/2020,10000,24,Employed - full time,Home improvements,1
4068803,02/06/2020,7500,60,Employed - full time,Home improvements,1
4077942,03/06/2020,15000,36,Employed - full time,House kitchen,0
4113396,04/06/2020,2000,24,Employed - full time,home improvement,0
4133232,04/06/2020,5000,60,Employed - full time,Home improvement,0
4143003,04/06/2020,5000,60,Employed - full time,house improvements,1
4144111,04/06/2020,2000,48,Employed - part time,Home improvement,0
4160685,05/06/2020,1100,12,Employed - full time,Home improvement,0
4170978,05/06/2020,18000,60,Employed - full time,House improvements,0
4199348,06/06/2020,5000,60,Employed - full time,Home impruving,0
4201925,07/06/2020,3000,36,Employed - full time,Home improvements,0
4207801,07/06/2020,10000,48,Employed - full time,Home Improvement,0
